,Neighborhood,Borough,Cluster Labels,Latitude,Longitude
390,Şehsuvarbey,Fatih,0,41.0036768,28.9658286
391,Tahtakale,Fatih,0,41.0161091,28.9684438
392,Tayahatun,Fatih,0,41.012428,28.9693019
393,Topkapı,Fatih,0,41.019724,28.9205723
394,Yavuzsinan,Fatih,0,41.0208145,28.9618931
395,Yavuz Sultan Selim,Fatih,0,41.0262297,28.9543426
396,Yedikule,Fatih,0,40.9947731,28.9238646
397,Zeyrek,Fatih,0,41.0197079,28.957248610865737
398,Bağlarbaşı,Gaziosmanpaşa,0,41.0663578,28.9128549
399,Barbaros Hayrettin Paşa,Gaziosmanpaşa,0,41.075619,28.8912334
400,Fevzi Çakmak,Gaziosmanpaşa,0,41.0719581,28.9091041
401,Hürriyet,Gaziosmanpaşa,0,41.0668361,28.9023926
402,Karadeniz,Gaziosmanpaşa,0,40.3570844,36.6890889
403,Karayolları,Gaziosmanpaşa,0,41.0856249,28.8982375
404,Karlıtepe,Gaziosmanpaşa,0,41.0558839,28.9339432
405,Kâzım Karabekir,Gaziosmanpaşa,0,41.0853315,28.9085323
406,Merkez,Gaziosmanpaşa,0,40.3570844,36.6890889
407,Mevlana,Gaziosmanpaşa,0,41.0859255,28.9100839
408,Pazariçi,Gaziosmanpaşa,0,41.0592643,28.9341811
409,Sarıgöl,Gaziosmanpaşa,0,41.058172,28.9195242
410,Şemsipaşa,Gaziosmanpaşa,0,41.0674483,28.9068996
411,Yenidoğan,Gaziosmanpaşa,0,41.0612965,28.9237958
412,Yenimahalle,Gaziosmanpaşa,0,41.0838895,28.8927638
413,Yıldıztabya,Gaziosmanpaşa,0,41.0625684,28.929653
414,Akıncılar,Güngören,0,41.0172106,28.8713045
415,Abdurrahman Nafiz Gürman,Güngören,0,41.0059652,28.8882539
416,Gençosman,Güngören,0,41.0301603,28.8803841
417,Güneştepe,Güngören,0,41.0289897,28.8610355
418,Güven,Güngören,0,41.0152599,28.8774707
419,Haznedar,Güngören,0,41.0084199,28.8717763
420,Mareşal Fevzi Çakmak,Güngören,0,41.0239768,28.8714718
421,Mehmet Nezih Özmen,Güngören,0,0.0,0.0
422,Merkez,Güngören,0,39.078617,40.292355
423,Sanayi,Güngören,0,41.0241433,28.8820619
424,Tozkoparan,Güngören,0,41.013875,28.8928024
425,19 Mayıs,Kadıköy,0,40.9713317,29.087625017006538
426,Acıbadem,Kadıköy,0,41.0037683,29.0437162
427,Bostancı,Kadıköy,0,40.9537549,29.095501
428,Caddebostan,Kadıköy,0,40.9641386,29.0645973
429,Caferağa,Kadıköy,0,40.9905872,29.0220448
430,Dumlupınar,Kadıköy,0,40.9931039,29.0596279
431,Eğitim,Kadıköy,0,40.9890334,29.0490887
432,Erenköy,Kadıköy,0,40.9716688,29.0763701
433,Fenerbahçe,Kadıköy,0,40.98763855,29.036976064487355
434,Feneryolu,Kadıköy,0,40.9788502,29.0487327
435,Fikirtepe,Kadıköy,0,40.9937033,29.0471334
436,Göztepe,Kadıköy,0,40.9792219,29.062645
437,Hasanpaşa,Kadıköy,0,40.9967079,29.0440914
438,Koşuyolu,Kadıköy,0,41.0069381,29.0350244
439,Kozyatağı,Kadıköy,0,40.97539,29.0996756
440,Merdivenköy,Kadıköy,0,40.9877529,29.0676991
441,Osmanağa,Kadıköy,0,40.9925952,29.0242514
442,Rasimpaşa,Kadıköy,0,40.9942488,29.024564
443,Sahrayıcedid,Kadıköy,0,40.9811458,29.0828054
444,Suadiye,Kadıköy,0,40.9605007,29.0844637
445,Zühtüpaşa,Kadıköy,0,40.98771,29.0397924
446,Çağlayan,Kağıthane,0,41.0746256,28.9799888
447,Çeliktepe,Kağıthane,0,41.083673,28.9997851
448,Gültepe,Kağıthane,0,41.0810024,28.9949074
449,Emniyet,Kağıthane,0,41.0853888,29.0041932
450,Gürsel,Kağıthane,0,41.0709262,28.972669
451,Hamidiye,Kağıthane,0,41.0955771,28.9722716
452,Harmantepe,Kağıthane,0,41.0817386,28.9911801
453,Hürriyet,Kağıthane,0,41.0736915,28.9852962
454,Mehmet Akif Ersoy,Kağıthane,0,41.0593001,28.9564044
455,Merkez,Kağıthane,0,41.0796289,28.9731331
456,Nurtepe,Kağıthane,0,41.0798589,28.9634762
457,Ortabayır,Kağıthane,0,41.0780937,29.0039886
458,Sanayi,Kağıthane,0,41.0909671,28.9978422
459,Seyrantepe,Kağıthane,0,41.0997458,28.9844892
460,Şirintepe,Kağıthane,0,41.0880508,28.9906905
461,Talatpaşa,Kağıthane,0,41.063141,28.9635226
462,Telsizler,Kağıthane,0,41.0782105,28.9982061
463,Yahya Kemal,Kağıthane,0,41.0852399,28.987206
464,Yeşilce,Kağıthane,0,41.0956169,29.0006008
465,Atalar,Kartal,0,40.9042031,29.1720176
466,Cevizli,Kartal,0,40.9100215,29.1559637
467,Cumhuriyet,Kartal,0,40.9058889,29.2206866
468,Çavuşoğlu,Kartal,0,40.8886904,29.1910827
469,Esentepe,Kartal,0,40.9059688,29.1942484
470,Gümüşpınar,Kartal,0,40.9208626,29.2087928
471,Hürriyet,Kartal,0,40.9036516,29.2342385
472,Karlıktepe,Kartal,0,40.896792,29.1920157
473,Kordonboyu,Kartal,0,40.8886904,29.1910827
474,Orhantepe,Kartal,0,40.9067061,29.1535325
475,Ortamahalle,Kartal,0,40.9124476,29.2076196
476,Petrol-İş,Kartal,0,40.8966122,29.1792763
477,Soğanlık,Kartal,0,40.9132162,29.1924269
478,Topselvi,Kartal,0,40.899249,29.2139354
479,Uğur Mumcu,Kartal,0,40.9307471,29.2147079
480,Yakacık Çarşı,Kartal,0,40.9197846,29.2248787
481,Yakacık Yeni,Kartal,0,40.9193259,29.2226449
482,Yalı,Kartal,0,40.8949221,29.2205294
483,Yukarımahalle,Kartal,0,40.8912964,29.1839369
484,Yunus,Kartal,0,40.89054,29.2119705
485,Atakent,Küçükçekmece,0,41.0553691,28.7819171
486,Atatürk,Küçükçekmece,0,41.0554475,28.7964055
487,Beşyol,Küçükçekmece,0,40.9919381,28.7960062
488,Cennet,Küçükçekmece,0,40.9902919,28.7794881
489,Cumhuriyet,Küçükçekmece,0,41.0007318,28.7755639
490,Fatih,Küçükçekmece,0,40.9885202,28.7729647
491,Fevzi Çakmak,Küçükçekmece,0,41.0079489,28.7904355
492,Gültepe,Küçükçekmece,0,40.9942815,28.7911534
493,Halkalı,Küçükçekmece,0,41.0183702,28.7665286
494,İnönü,Küçükçekmece,0,41.0229817,28.7989941
495,İstasyon,Küçükçekmece,0,41.0235517,28.7712813
496,Kanarya,Küçükçekmece,0,41.0115306,28.7787803
497,Kartaltepe,Küçükçekmece,0,41.0003923,28.7979636
498,Kemalpaşa,Küçükçekmece,0,41.0018931,28.794204
499,Mehmet Akif,Küçükçekmece,0,41.0571694,28.8046964
500,Söğütlüçeşme,Küçükçekmece,0,41.0209912,28.7868135
501,Sultanmurat,Küçükçekmece,0,41.0021902,28.7871007
502,Tevfikbey,Küçükçekmece,0,41.0107713,28.8008892
503,Yarımburgaz,Küçükçekmece,0,41.0375339,28.7550438
504,Yenimahalle,Küçükçekmece,0,40.9959416,28.7780442
505,Yeşilova,Küçükçekmece,0,40.9918603,28.7863457
506,Altayçeşme,Maltepe,0,40.9427558,29.1307975
507,Altıntepe,Maltepe,0,40.9486591,29.1005068
508,Aydınevler,Maltepe,0,40.951914,29.125331111391336
509,Bağlarbaşı,Maltepe,0,40.920807,29.133295
510,Başıbüyük,Maltepe,0,40.9469345,29.1482030868559
511,Büyükbakkalköy,Maltepe,0,40.971073,29.198422
512,Cevizli,Maltepe,0,40.918906,29.1533686
513,Çınar,Maltepe,0,40.9415963,29.1100627
514,Esenkent,Maltepe,0,40.920837,29.1664075
515,Feyzullah,Maltepe,0,40.930319,29.1246327
516,Fındıklı,Maltepe,0,40.9700313,29.1323771
517,Girne,Maltepe,0,40.9417848,29.1382639
518,Gülensu,Maltepe,0,40.9379487,29.1626114
519,Gülsuyu,Maltepe,0,40.9238717,29.1547148
520,İdealtepe,Maltepe,0,40.9378183,29.1142485
521,Küçükyalı,Maltepe,0,40.95,29.11
522,Yalı,Maltepe,0,40.9177247,29.1312109
523,Zümrütevler,Maltepe,0,40.9358681,29.139504
524,Ahmet Yesevi,Pendik,0,40.8682556,29.3083772
525,Bahçelievler,Pendik,0,40.8856432,29.2864613
526,Batı,Pendik,0,40.8801577,29.231618
527,Çamçeşme,Pendik,0,40.8786256,29.2733223
528,Çamlık,Pendik,0,40.925102,29.2799869
529,Çınardere,Pendik,0,40.8886547,29.238581
530,Doğu,Pendik,0,40.8801577,29.231618
531,Dumlupınar,Pendik,0,40.88896,29.2507425
532,Ertuğrulgazi,Pendik,0,40.9107468,29.2592419
533,Esenler,Pendik,0,40.8905862,29.2705372
534,Esenyalı,Pendik,0,40.863969749999995,29.295448700704625
535,Fatih,Pendik,0,40.8681781,29.2994095
536,Fevzi Çakmak,Pendik,0,40.888851,29.262441688668606
537,Güllübağlar,Pendik,0,40.8951924,29.275197
538,Güzelyalı,Pendik,0,40.8568284,29.2836051
539,Harmandere,Pendik,0,40.9306058,29.3252332
540,Kavakpınar,Pendik,0,40.880001,29.2867128
541,Kaynarca,Pendik,0,40.8713685,29.2559607
542,Kurtköy,Pendik,0,40.90969425,29.296780795972758
543,Orhangazi,Pendik,0,40.8661837,29.2906065
544,Orta,Pendik,0,40.8885542,29.2384563
545,Ramazanoğlu,Pendik,0,40.8976402,29.2866847
546,Sanayi,Pendik,0,40.9080916,29.3098601
547,Sapanbağları,Pendik,0,40.885089,29.2210925
548,Sülüntepe,Pendik,0,40.914271,29.2760008
549,Şeyhli,Pendik,0,40.9080201,29.2866765
550,Velibaba,Pendik,0,40.9069387,29.2539879
551,Yayalar,Pendik,0,40.9040077,29.2757315
552,Yenimahalle,Pendik,0,40.8850522,29.2285185
553,Yenişehir,Pendik,0,40.9071335,29.2609922
554,Yeşilbağlar,Pendik,0,40.8930889,29.226569
555,Abdurrahmangazi,Sancaktepe,0,40.9972993,29.2347157
556,Akpınar,Sancaktepe,0,40.9690936,29.2307677
557,Atatürk,Sancaktepe,0,41.0124351,29.225017
558,Emek,Sancaktepe,0,40.9998062,29.1977419
559,Eyüpsultan,Sancaktepe,0,40.9833914,29.2166001
560,Fatih,Sancaktepe,0,40.9634793,29.2172774
561,Hilal,Sancaktepe,0,41.0241558,29.2631426
562,İnönü,Sancaktepe,0,41.013052,29.2143403
563,Kemal Türkler,Sancaktepe,0,41.0049374,29.2214014
564,Meclis,Sancaktepe,0,41.0104124,29.1991314
565,Merve,Sancaktepe,0,41.0048316,29.2458532
566,Mevlana,Sancaktepe,0,41.0114502,29.262376
567,Osmangazi,Sancaktepe,0,40.9864444,29.2458557
568,Safa,Sancaktepe,0,41.0099108,29.2497819
569,Sarıgazi,Sancaktepe,0,41.0057112,29.2112218
570,Veysel Karani,Sancaktepe,0,40.9676444,29.2412108
571,Yenidoğan,Sancaktepe,0,41.0132034,29.2379367
572,Yunus Emre,Sancaktepe,0,41.018196,29.2506979
573,Ayazağa,Sarıyer,0,41.116397649999996,28.998608511459572
574,Baltalimanı,Sarıyer,0,41.0986322,29.0528798
575,Bahçeköy Kemer,Sarıyer,0,41.1662776,28.972187206021218
576,Bahçeköy,Sarıyer,0,41.174584,28.9912462
577,Bahçeköy Yenimahalle,Sarıyer,0,41.1753885,29.06494235855834
578,Büyükdere,Sarıyer,0,41.1611415,29.044243
579,Cumhuriyet,Sarıyer,0,41.1478306,29.0347131
580,Çayırbaşı,Sarıyer,0,41.1548505,29.036555
581,Darüşşafaka,Sarıyer,0,41.1292945,29.0250587
582,Derbent,Sarıyer,0,41.13548,29.032506813689192
583,Emirgân,Sarıyer,0,41.1030233,29.0562522
584,Fatih Sultan Mehmet,Sarıyer,0,41.0957471,29.0354378
585,Ferahevler,Sarıyer,0,41.1296186,29.0442745
586,Huzur,Sarıyer,0,41.0997797,28.9864026
587,İstinye,Sarıyer,0,41.1132509,29.0611679
588,Kâzım Karabekir,Sarıyer,0,41.1626163,29.0278664
589,Kireçburnu,Sarıyer,0,41.1465198,29.0502286
590,Kocataş,Sarıyer,0,41.1689299,29.0352598
591,Maden,Sarıyer,0,41.1730333,29.0481096
592,Maslak,Sarıyer,0,41.1081459,29.0231357
593,Pınar,Sarıyer,0,41.1135256,29.0320167
594,Poligon,Sarıyer,0,41.1170923,29.0413713
595,PTT Evleri,Sarıyer,0,41.1573969,29.0220693
596,Reşitpaşa,Sarıyer,0,41.1068809,29.0411147
597,Rumelihisarı,Sarıyer,0,41.088594,29.0551627
598,Rumelikavağı,Sarıyer,0,41.1824719,29.0734128
599,Merkez,Sarıyer,0,41.1717313,29.0518358
600,Tarabya,Sarıyer,0,41.1465198,29.0502286
601,Yeniköy,Sarıyer,0,41.1231548,29.070613
602,Yenimahalle,Sarıyer,0,41.1715702,29.0606593
603,Alibey,Silivri,0,41.0728971,28.256407419350758
604,Alipaşa,Silivri,0,41.1139435,28.2602694
605,Büyük Çavuşlu,Silivri,0,41.23843,28.060543
606,Cumhuriyet,Silivri,0,41.066846850000005,28.28187797639913
607,Çanta Fatih,Silivri,0,41.068941,28.25313679620563
608,Çanta Mimarsinan,Silivri,0,41.08782825,28.237411751779028
609,Değirmenköy İsmetpaşa,Silivri,0,41.16751335,28.01451424820761
610,Değirmenköy Fevzipaşa,Silivri,0,41.0990706,28.0097523
611,Fatih,Silivri,0,41.068941,28.25313679620563
612,Gazitepe,Silivri,0,41.128601,28.323416
613,Gümüşyaka,Silivri,0,41.0454443,28.0437139
614,Kadıköy,Silivri,0,41.136646,28.363672
615,Kavaklı Hürriyet,Silivri,0,0.0,0.0
616,Kavaklı Cumhuriyet,Silivri,0,41.0643376,28.320785759647922
617,Küçük Kılıçlı,Silivri,0,41.1319035,28.2052914
618,Mimarsinan,Silivri,0,41.0205333,28.5654245
619,Ortaköy,Silivri,0,41.1025113,28.3709388
620,Piri Mehmet Paşa,Silivri,0,41.0755328,28.2427687
621,Selimpaşa,Silivri,0,41.0548272,28.3668
622,Semizkumlar,Silivri,0,41.08320065,28.158576213396927
623,Yeni Mahalle,Silivri,0,41.103839300000004,28.28195080336622
624,Yolçatı,Silivri,0,41.1238995,28.1404829
625,Abdurrahmangazi,Sultanbeyli,0,40.9642092,29.257819
626,Adil,Sultanbeyli,0,40.9801906,29.2589519
627,Ahmet Yesevi,Sultanbeyli,0,40.9724454,29.2730911
628,Akşemsettin,Sultanbeyli,0,40.9467788,29.2994108
629,Battalgazi,Sultanbeyli,0,40.9864254,29.2765115
630,Fatih,Sultanbeyli,0,40.9558222,29.2746026
631,Hamidiye,Sultanbeyli,0,40.9534517,29.287362
632,Hasanpaşa,Sultanbeyli,0,40.9676565,29.2497886
633,Mecidiye,Sultanbeyli,0,40.9565674,29.3016193
634,Mehmet Akif,Sultanbeyli,0,40.9608068,29.2672942
635,Mimarsinan,Sultanbeyli,0,40.9968421,29.2692871
636,Necip Fazıl,Sultanbeyli,0,40.9391219,29.2771917
637,Orhangazi,Sultanbeyli,0,40.9420024,29.289378
638,Turgutreis,Sultanbeyli,0,40.9666377,29.2804313
639,Yavuz Selim,Sultanbeyli,0,40.9478396,29.2764048
640,50. Yıl,Sultangazi,0,41.0878096,28.8669293
641,75. Yıl,Sultangazi,0,41.09608925,28.90992173819957
642,Cebeci,Sultangazi,0,41.1105943,28.8713329
643,Cumhuriyet,Sultangazi,0,41.0855912,28.8783425
644,Esentepe,Sultangazi,0,41.1003848,28.8835792
645,Eski Habibler,Sultangazi,0,41.1330364,28.8305756
646,Gazi,Sultangazi,0,41.1054127,28.8972966
647,Habibler,Sultangazi,0,41.126497150000006,28.82168292858861
648,İsmetpaşa,Sultangazi,0,41.1088543,28.8547886
649,Malkoçoğlu,Sultangazi,0,41.1156829,28.8480378
650,Sultançiftliği,Sultangazi,0,41.1057327,28.8608352
651,Uğur Mumcu,Sultangazi,0,41.1012663,28.8870729
652,Yayla,Sultangazi,0,41.1473319,28.8553226
653,Yunusemre,Sultangazi,0,41.0957043,28.8960373
654,Zübeydehanım,Sultangazi,0,41.1017131,28.9047461
655,Ağva,Şile,0,41.1380556,29.8566667
656,Balibey,Şile,0,41.153,29.643
657,Çavuş,Şile,0,41.1633748,29.6075509
658,Hacıkasım,Şile,0,41.1786005,29.610438520500182
659,Kumbaba,Şile,0,41.1660337,29.5811106
660,19 Mayıs,Şişli,0,41.0645059,28.9927696
661,Bozkurt,Şişli,0,41.0498994,28.984135
662,Cumhuriyet,Şişli,0,41.0556861,28.9818925
663,Duatepe,Şişli,0,41.0534185,28.9807907
664,Ergenekon,Şişli,0,41.0489803,28.9864057
665,Esentepe,Şişli,0,41.0683577,29.0085203
666,Eskişehir,Şişli,0,41.0452366,28.9808521
667,Feriköy,Şişli,0,41.0490846,28.9794103
668,Fulya,Şişli,0,41.0644061,28.9928995
669,Gülbahar,Şişli,0,41.072051,29.0000664
670,Halaskargazi,Şişli,0,41.0645059,28.9927696
671,Halide Edip Adıvar,Şişli,0,41.0616523,28.977054
672,Halil Rıfat Paşa,Şişli,0,41.058603,28.9724462
673,Harbiye,Şişli,0,41.0452381,28.9910139
674,İnönü,Şişli,0,41.0438743,28.9844034
675,İzzetpaşa,Şişli,0,41.0683635,28.9855813
676,Kaptanpaşa,Şişli,0,41.0649764,28.9727607
677,Kuştepe,Şişli,0,41.0719821,28.9909667
678,Mahmut Şevket Paşa,Şişli,0,41.0525016,28.965487
679,Mecidiyeköy,Şişli,0,41.0651758,28.9955189
680,Merkez,Şişli,0,41.0634057,28.9845271
681,Meşrutiyet,Şişli,0,41.0550014,28.9911444
682,Paşa,Şişli,0,41.0540318,28.9729118
683,Teşvikiye,Şişli,0,41.0474007,28.9944641
684,Yayla,Şişli,0,41.0483978,28.9753965
685,Anadolu,Tuzla,0,40.6548276,42.1384249
686,Aydınlı,Tuzla,0,40.8666667,29.3283333
687,Aydıntepe,Tuzla,0,40.8522949,29.2931959
688,Cami,Tuzla,0,40.8174937,29.3108369
689,Evliya Çelebi,Tuzla,0,40.8403103,29.2949628
690,Fatih,Tuzla,0,40.9290279,29.3432521
691,Fırat,Tuzla,0,40.8479841,29.3064336
692,İçmeler,Tuzla,0,40.8456867,29.3000382
693,İstasyon,Tuzla,0,40.8283534,29.3213506
694,Mescit,Tuzla,0,40.8958063,29.3411991
695,Mimarsinan,Tuzla,0,40.8341538,29.3615521
696,Orhanlı,Tuzla,0,40.8947222,29.3580556
697,Orta,Tuzla,0,40.3804504,22.6236886
698,Postane,Tuzla,0,40.8190345,29.2843264
699,Şifa,Tuzla,0,40.8278325,29.3570338
700,Tepeören,Tuzla,0,40.9086111,29.39
701,Yayla,Tuzla,0,40.8329594,29.3085933
702,Adem Yavuz,Ümraniye,0,41.0207337,29.1543614
703,Altınşehir,Ümraniye,0,41.0164725,29.1407743
704,Armağanevler,Ümraniye,0,41.0150164,29.1139219
705,Aşağıdudullu,Ümraniye,0,41.0233824,29.1652586
706,Ataken,Ümraniye,0,41.0233437,29.1071162
707,Atatürk,Ümraniye,0,41.024613,29.0847972
708,Cemil Meriç,Ümraniye,0,41.0253977,29.1451224
709,Çakmak,Ümraniye,0,41.0215971,29.1186259
710,Çamlık,Ümraniye,0,41.0253146,29.1209632
711,Dumlupınar,Ümraniye,0,41.0493772,29.0927259
712,Elmalıkent,Ümraniye,0,41.0372365,29.096572
713,Esenevler,Ümraniye,0,41.0108171,29.092016
714,Esenşehir,Ümraniye,0,41.0050498,29.1659946
715,Fatih Sultan Mehmet,Ümraniye,0,41.028628,29.1210379
716,Hekimbaşı,Ümraniye,0,41.0593445,29.0981424
717,Huzur,Ümraniye,0,41.0227481,29.159415298027042
718,Ihlamurkuyu,Ümraniye,0,41.0199219,29.1306984
719,İnkılap,Ümraniye,0,41.0438374,29.1143774
720,İstiklal,Ümraniye,0,41.0241948,29.0977715
721,Kâzım Karabekir,Ümraniye,0,41.042816849999994,29.098754027103592
722,Mehmet Akif,Ümraniye,0,41.0075261,29.1376607
723,Madenler,Ümraniye,0,41.0118787,29.1838689
724,Namık Kemal,Ümraniye,0,41.0204467,29.090597
725,Necip Fazıl,Ümraniye,0,41.0161095,29.1794219
726,Parseller,Ümraniye,0,41.0313192,29.152714913621253
727,Saray,Ümraniye,0,41.033295,29.1168839
728,Site,Ümraniye,0,41.0082854,29.1126326
729,Şerifali,Ümraniye,0,40.9996663,29.1481065
730,Tantavi,Ümraniye,0,41.024613,29.0847972
731,Tatlısu,Ümraniye,0,41.0022496,29.1335532
732,Tepeüstü,Ümraniye,0,41.0201521,29.1293825
733,Topağacı,Ümraniye,0,41.0519758,29.0999858
734,Yamanevler,Ümraniye,0,41.0242009,29.1087471
735,Yeni Sanayi,Ümraniye,0,0.0,0.0
736,Yukarıdudullu,Ümraniye,0,41.0100007,29.1557437
737,Acıbadem,Üsküdar,0,41.0023323,29.0444009
738,Ahmediye,Üsküdar,0,41.0184904,29.0164388
739,Altunizade,Üsküdar,0,41.0219096,29.0483828
740,Aziz Mahmud Hüdayi,Üsküdar,0,41.020851300000004,29.011227154496993
741,Bahçelievler,Üsküdar,0,41.0533837,29.0797099
742,Barbaros,Üsküdar,0,41.0172645,29.0316938
743,Beylerbeyi,Üsküdar,0,41.0434455,29.0423745
744,Bulgurlu,Üsküdar,0,41.0165343,29.0755091
745,Burhaniye,Üsküdar,0,41.0287204,29.0527669
746,Cumhuriyet,Üsküdar,0,41.0108797,29.0807595
747,Çengelköy,Üsküdar,0,41.0449115,29.0759476
748,Ferah,Üsküdar,0,41.0329956,29.0724337
749,Güzeltepe,Üsküdar,0,41.0498613,29.0699376
750,İcadiye,Üsküdar,0,41.0286073,29.0341185
751,Kandilli,Üsküdar,0,41.0615,29.0592
752,Kirazlıtepe,Üsküdar,0,41.0390422,29.0595004
753,Kısıklı,Üsküdar,0,41.0221852,29.0620794
754,Kuleli,Üsküdar,0,41.0592832,29.0589129
755,Kuzguncuk,Üsküdar,0,41.0370419,29.0296138
756,Küçük Çamlıca,Üsküdar,0,41.0151113,29.0640574
757,Küçüksu,Üsküdar,0,41.075491150000005,29.068180408957915
758,Küplüce,Üsküdar,0,41.0349394,29.0565056
759,Mehmet Akif Ersoy,Üsküdar,0,41.0413151,29.0717135
760,Mimar Sinan,Üsküdar,0,41.0256394,29.0131466
761,Murat Reis,Üsküdar,0,41.0226184,29.0259466
762,Salacak,Üsküdar,0,41.0250978,29.0113486
763,Selami Ali,Üsküdar,0,41.0255088,29.0290779
764,Selimiye,Üsküdar,0,41.0104307,29.0197971
765,Sultantepe,Üsküdar,0,41.0267094,29.0166146
766,Ünalan,Üsküdar,0,40.9980939,29.0600259
767,Valide-i Atik,Üsküdar,0,41.0175662,29.0232745
768,Yavuztürk,Üsküdar,0,41.0412375,29.0849274
769,Zeynep Kamil,Üsküdar,0,41.0150982,29.0213844
770,Beştelsiz,Zeytinburnu,0,40.9989404,28.9057231
771,Çırpıcı,Zeytinburnu,0,41.001080099999996,28.89173099496911
772,Gökalp,Zeytinburnu,0,40.992633,28.9071776
773,Kazlıçeşme,Zeytinburnu,0,40.9926732,28.9168903
774,Maltepe,Zeytinburnu,0,41.0222937,28.9107158
775,Merkezefendi,Zeytinburnu,0,41.0104366,28.9095135
776,Nuripaşa,Zeytinburnu,0,40.9858638,28.9054568
777,Seyitnizam,Zeytinburnu,0,41.0017169,28.8899747
778,Sümer,Zeytinburnu,0,40.9912318,28.9049166
779,Telsiz,Zeytinburnu,0,40.9965092,28.9127806
780,Veliefendi,Zeytinburnu,0,41.001080099999996,28.89173099496911
781,Yenidoğan,Zeytinburnu,0,40.9858638,28.9054568
782,Yeşiltepe,Zeytinburnu,0,40.9922186,28.9006071
